sgRNA	Gene	PlasmidLib	R1_Top	R1_Unsorted	R2_Top	R2_Unsorted	R3_Top	R3_Unsorted
Pou3f4_ENSMUST00000078229_110814269_110814287	ENSMUST00000078229_Pou3f4	678	2065	2139	2011	1812	2403	2655
Yipf6_ENSMUST00000113811_98935977_98935959	ENSMUST00000113811_Yipf6	243	584	658	803	713	635	815
Gm9_ENSMUST00000101636_37211189_37211207	ENSMUST00000101636_Gm9	436	1456	1384	1843	1356	1570	1506
Zic3_ENSMUST00000137687_58022387_58022405	ENSMUST00000137687_Zic3	369	1102	1072	1094	929	1196	1183
Gk_ENSMUST00000156390_85776666_85776648	ENSMUST00000156390_Gk	97	351	537	411	314	388	467
Gm8666_ENSMUST00000117517_75475860_75475878	ENSMUST00000117517_Gm8666	270	713	759	761	626	831	846
Ptchd1_ENSMUST00000141356_155623886_155623904	ENSMUST00000141356_Ptchd1	79	341	244	221	143	241	276
Gm14662_ENSMUST00000145552_60893589_60893607	ENSMUST00000145552_Gm14662	373	793	831	1125	895	963	1102
Pgrmc1_ENSMUST00000073339_36598079_36598097	ENSMUST00000073339_Pgrmc1	154	713	816	700	527	734	795
Zc3h12b_ENSMUST00000082183_95899002_95899020	ENSMUST00000082183_Zc3h12b	148	223	257	268	211	193	292
Adgrg4_ENSMUST00000153784_56872467_56872449	ENSMUST00000153784_Adgrg4	404	1241	1170	1265	1154	1289	1331
Lamp2_ENSMUST00000136817_38443517_38443499	ENSMUST00000136817_Lamp2	196	756	648	855	735	719	676
Xlr5c_ENSMUST00000114503_73293489_73293507	ENSMUST00000114503_Xlr5c	356	999	1021	982	895	962	1292
Ids_ENSMUST00000101509_70365187_70365205	ENSMUST00000101509_Ids	527	1992	1978	1778	1603	1852	2092
Plp2_ENSMUST00000033486_7671473_7671491	ENSMUST00000033486_Plp2	177	617	703	769	703	620	738
Shroom4_ENSMUST00000143641_6399999_6400017	ENSMUST00000143641_Shroom4	255	557	748	677	653	555	759
Slc6a8_ENSMUST00000166200_73678734_73678716	ENSMUST00000166200_Slc6a8	161	456	494	420	351	413	515
Hccs_ENSMUST00000154638_169320504_169320522	ENSMUST00000154638_Hccs	445	1922	1590	2342	1761	2231	1937
Gemin8_ENSMUST00000130880_166170395_166170413	ENSMUST00000130880_Gemin8	159	502	536	549	440	578	556
Fhl1_ENSMUST00000116596_56731899_56731881	ENSMUST00000116596_Fhl1	552	1717	1576	2244	1784	1914	2067
Phex_ENSMUST00000138396_157415360_157415378	ENSMUST00000138396_Phex	271	853	778	783	646	887	869
Mirlet7f-2_ENSMUST00000083668_151911952_151911970	ENSMUST00000083668_Mirlet7f-2	221	511	694	876	659	790	819
Gm9164_ENSMUST00000118700_103889029_103889047	ENSMUST00000118700_Gm9164	137	536	462	538	485	503	564
Irak1_ENSMUST00000126583_74022690_74022708	ENSMUST00000126583_Irak1	485	1408	1397	1686	1310	1379	1628
negative_control_72_72_72	NA_negative_control	276	1139	1306	1412	1131	1129	1479
Gm14832_ENSMUST00000121289_100156327_100156309	ENSMUST00000121289_Gm14832	560	1944	2130	2043	1570	1932	2185
Gprasp2_ENSMUST00000142034_135839788_135839770	ENSMUST00000142034_Gprasp2	641	1712	1893	1518	1399	1588	2004
5530601H04Rik_ENSMUST00000136211_105079994_105079976	ENSMUST00000136211_5530601H04Rik	338	999	1207	990	917	995	1209
Cask_ENSMUST00000115438_13846626_13846644	ENSMUST00000115438_Cask	618	2170	2563	2241	2229	2324	2839
Ccdc22_ENSMUST00000144674_7605425_7605443	ENSMUST00000144674_Ccdc22	193	408	419	443	441	505	568
Ndufb11_ENSMUST00000116621_20618125_20618143	ENSMUST00000116621_Ndufb11	236	692	823	855	895	743	974
Tpt1-ps6_ENSMUST00000121768_101768041_101768023	ENSMUST00000121768_Tpt1-ps6	189	615	674	623	597	677	707
Tro_ENSMUST00000164071_150656087_150656105	ENSMUST00000164071_Tro	139	386	403	527	493	489	472
Nap1l2_ENSMUST00000121720_103186606_103186624	ENSMUST00000121720_Nap1l2	288	1446	1045	1876	1114	1453	1216
Maged1_ENSMUST00000138146_94537838_94537820	ENSMUST00000138146_Maged1	412	1249	1371	1511	1191	1388	1579
Rpl39_ENSMUST00000138799_37085363_37085381	ENSMUST00000138799_Rpl39	453	1433	1450	1758	1557	1714	1744
Itgb1bp2_ENSMUST00000033674_101449012_101449030	ENSMUST00000033674_Itgb1bp2	318	856	807	1035	911	911	1008
Zmym3_ENSMUST00000129586_101415245_101415227	ENSMUST00000129586_Zmym3	199	421	413	452	444	506	546
Hs6st2_ENSMUST00000114871_51682070_51682088	ENSMUST00000114871_Hs6st2	462	1414	1588	1515	1278	1634	1752
Phka1_ENSMUST00000052012_102644341_102644359	ENSMUST00000052012_Phka1	380	1299	1529	1316	1132	1287	1416
Gm9785_ENSMUST00000062642_103526477_103526495	ENSMUST00000062642_Gm9785	511	1098	1188	1028	1011	1225	1215
Kdm5c_ENSMUST00000112588_152232858_152232876	ENSMUST00000112588_Kdm5c	521	1562	1931	1431	1432	1698	2019
Syp_ENSMUST00000134355_7643723_7643741	ENSMUST00000134355_Syp	131	432	484	461	432	321	502
Armcx4_ENSMUST00000124226_134686327_134686345	ENSMUST00000124226_Armcx4	532	1387	1479	1160	1174	1738	1799
Cacna1f_ENSMUST00000155090_7607045_7607063	ENSMUST00000155090_Cacna1f	480	1265	1244	1339	1145	1532	1720
Cul4b_ENSMUST00000147129_38565203_38565221	ENSMUST00000147129_Cul4b	125	303	457	461	419	268	425
Zcchc18_ENSMUST00000113067_136993051_136993069	ENSMUST00000113067_Zcchc18	318	805	1100	851	849	758	1091
Zfp280c_ENSMUST00000076635_48592660_48592642	ENSMUST00000076635_Zfp280c	286	1182	1169	1381	1131	1155	1321
Cul4b_ENSMUST00000016681_38564849_38564867	ENSMUST00000016681_Cul4b	139	292	246	168	140	334	248
Gria3_ENSMUST00000128197_41400668_41400650	ENSMUST00000128197_Gria3	435	1488	1572	1349	1201	1314	1644
Magea2_ENSMUST00000178950_155093786_155093804	ENSMUST00000178950_Magea2	401	927	926	952	864	848	968
Cox7b_ENSMUST00000033582_106015496_106015514	ENSMUST00000033582_Cox7b	309	1033	1128	1393	1021	1092	1162
Tsr2_ENSMUST00000112683_151096707_151096725	ENSMUST00000112683_Tsr2	192	512	618	737	586	660	706
Rs1_ENSMUST00000150170_160791060_160791042	ENSMUST00000150170_Rs1	591	1744	1995	1668	1604	1918	2163
Ikbkg_ENSMUST00000143784_74438780_74438798	ENSMUST00000143784_Ikbkg	423	1502	1461	1589	1373	1624	1560
Gm15262_ENSMUST00000207353_161297762_161297780	ENSMUST00000207353_Gm15262	492	1488	1474	1608	1187	1730	1680
Kis2_ENSMUST00000143479_52744853_52744835	ENSMUST00000143479_Kis2	321	850	1011	828	842	1018	1214
Dlg3_ENSMUST00000148076_100796069_100796051	ENSMUST00000148076_Dlg3	273	726	794	662	681	735	874
Gm16411_ENSMUST00000122164_62254886_62254904	ENSMUST00000122164_Gm16411	337	955	1116	1053	1008	1055	1230
Klf8_ENSMUST00000112574_153237486_153237504	ENSMUST00000112574_Klf8	411	1551	1080	1044	914	1465	1599
Dach2_ENSMUST00000141552_113298173_113298191	ENSMUST00000141552_Dach2	179	496	637	815	763	643	793
Pgk1_ENSMUST00000133559_106191265_106191283	ENSMUST00000133559_Pgk1	44	270	286	235	155	208	221
Kif4_ENSMUST00000156386_100625939_100625957	ENSMUST00000156386_Kif4	275	829	972	1092	985	802	1024
P2ry10_ENSMUST00000150494_107088155_107088137	ENSMUST00000150494_P2ry10	520	1810	1540	2224	1521	1905	1987
Irak1_ENSMUST00000114354_74023949_74023967	ENSMUST00000114354_Irak1	363	1144	1224	772	814	1104	1196
Uba1_ENSMUST00000001989_20662743_20662761	ENSMUST00000001989_Uba1	128	413	410	510	349	466	517
Slc9a6_ENSMUST00000207892_56645774_56645756	ENSMUST00000207892_Slc9a6	151	471	474	531	498	552	564
Gata1_ENSMUST00000033502_7967942_7967960	ENSMUST00000033502_Gata1	364	1202	1179	1347	1028	1357	1237
Slitrk4_ENSMUST00000069926_64277082_64277100	ENSMUST00000069926_Slitrk4	520	1312	1402	1733	1539	1492	1569
Pgk1_ENSMUST00000133559_106191326_106191344	ENSMUST00000133559_Pgk1	435	1284	1203	1493	1395	1270	1502
Rbbp7_ENSMUST00000033720_162760284_162760302	ENSMUST00000033720_Rbbp7	547	1664	1698	1830	1746	1676	2018
Fndc3c1_ENSMUST00000137507_106432262_106432280	ENSMUST00000137507_Fndc3c1	437	1050	1228	1030	780	1140	1218
Gpm6b_ENSMUST00000123408_166344362_166344380	ENSMUST00000123408_Gpm6b	240	484	495	657	542	596	653
Fam120c_ENSMUST00000073364_151344056_151344074	ENSMUST00000073364_Fam120c	728	2030	2797	2319	2175	2358	2991
Zfx_ENSMUST00000088102_94123421_94123439	ENSMUST00000088102_Zfx	133	360	421	203	206	304	367
Gm15201_ENSMUST00000136472_162737069_162737087	ENSMUST00000136472_Gm15201	301	857	981	1270	1026	1006	1103
2010204K13Rik_ENSMUST00000154346_7421192_7421174	ENSMUST00000154346_2010204K13Rik	443	1337	1406	1543	1360	1521	1593
Otud5_ENSMUST00000150644_7842345_7842363	ENSMUST00000150644_Otud5	536	1250	1422	1721	1426	1352	1433
Gk_ENSMUST00000124386_85738118_85738100	ENSMUST00000124386_Gk	137	399	347	538	361	328	421
Wdr45_ENSMUST00000043045_7722139_7722157	ENSMUST00000043045_Wdr45	287	883	1032	820	862	950	1135
Prdx4_ENSMUST00000130349_155340813_155340795	ENSMUST00000130349_Prdx4	606	1781	2088	2103	1817	1783	2280
Cask_ENSMUST00000132240_13851526_13851544	ENSMUST00000132240_Cask	132	406	520	340	359	382	372
Mbnl3_ENSMUST00000114875_51205855_51205873	ENSMUST00000114875_Mbnl3	140	661	578	769	600	609	642
Spen_ENSMUST00000078886_141538708_141538726	ENSMUST00000078886_Spen	151	398	552	409	371	473	532
Lpar4_ENSMUST00000060576_106920550_106920568	ENSMUST00000060576_Lpar4	353	1002	1158	678	738	1080	1178
Msl1_ENSMUST00000037915_98795309_98795327	ENSMUST00000037915_Msl1	206	774	918	1061	884	812	1035
AW822252_ENSMUST00000148826_53716717_53716699	ENSMUST00000148826_AW822252	204	502	536	571	566	753	762
Prdx4_ENSMUST00000123915_155338518_155338536	ENSMUST00000123915_Prdx4	687	1953	2687	2291	2244	1685	2749
negative_control_113_113_113	NA_negative_control	469	1719	1615	1304	1135	1539	1954
Apex2_ENSMUST00000112727_150588273_150588291	ENSMUST00000112727_Apex2	123	406	367	301	299	327	367
C77370_ENSMUST00000118314_104201351_104201369	ENSMUST00000118314_C77370	767	2608	2483	2829	2354	2679	2811
Usp9x_ENSMUST00000149021_13113622_13113604	ENSMUST00000149021_Usp9x	181	610	777	491	424	581	557
Syap1_ENSMUST00000134629_162863954_162863972	ENSMUST00000134629_Syap1	265	808	769	880	762	719	970
Tro_ENSMUST00000087258_150657663_150657681	ENSMUST00000087258_Tro	219	640	754	597	502	568	665
negative_control_45_45_45	NA_negative_control	395	1433	1467	1453	1360	1377	1554
negative_control_8_8_8	NA_negative_control	265	937	869	1070	946	919	1060
Renbp_ENSMUST00000144771_73929287_73929305	ENSMUST00000144771_Renbp	245	607	708	612	590	815	935
Otud5_ENSMUST00000115666_7841858_7841840	ENSMUST00000115666_Otud5	232	765	695	1106	866	805	837
Gm8666_ENSMUST00000117517_75475839_75475821	ENSMUST00000117517_Gm8666	433	816	1114	1301	1009	875	1206
Ints6l_ENSMUST00000134138_56454820_56454802	ENSMUST00000134138_Ints6l	264	627	687	978	819	734	870
Nxf7_ENSMUST00000137977_135589009_135589027	ENSMUST00000137977_Nxf7	295	848	798	748	593	817	964
Drp2_ENSMUST00000153424_134404570_134404588	ENSMUST00000153424_Drp2	272	904	985	794	747	873	993
Mtmr1_ENSMUST00000130179_71393690_71393708	ENSMUST00000130179_Mtmr1	516	1528	1845	1517	1385	1722	1981
Nlgn3_ENSMUST00000118111_101299139_101299157	ENSMUST00000118111_Nlgn3	316	1406	1377	1543	1350	1285	1436
Fgd1_ENSMUST00000125620_151085732_151085750	ENSMUST00000125620_Fgd1	202	548	693	674	509	616	621
Mid1_ENSMUST00000149258_169927179_169927161	ENSMUST00000149258_Mid1	221	676	695	757	704	703	743
Nhsl2_ENSMUST00000125115_101849006_101849024	ENSMUST00000125115_Nhsl2	173	420	358	389	395	325	396
Plxnb3_ENSMUST00000155096_73765226_73765208	ENSMUST00000155096_Plxnb3	270	889	958	857	827	830	1349
Eda2r_ENSMUST00000037353_97377334_97377352	ENSMUST00000037353_Eda2r	446	1461	1472	1235	1305	1442	1490
Diaph2_ENSMUST00000113320_129749931_129749913	ENSMUST00000113320_Diaph2	211	669	718	646	527	707	775
Maged1_ENSMUST00000153386_94542195_94542213	ENSMUST00000153386_Maged1	156	412	410	489	436	410	461
Frmd7_ENSMUST00000164311_50942944_50942962	ENSMUST00000164311_Frmd7	516	1416	1633	1704	1744	1401	2046
Gm15262_ENSMUST00000207800_161297891_161297909	ENSMUST00000207800_Gm15262	622	2101	2348	2515	2310	2200	2313
3010001F23Rik_ENSMUST00000130625_152368307_152368325	ENSMUST00000130625_3010001F23Rik	218	658	865	854	687	682	777
Sat1_ENSMUST00000134855_155214140_155214122	ENSMUST00000134855_Sat1	390	1156	1270	1391	1127	1205	1435
Ccdc120_ENSMUST00000128289_7740337_7740355	ENSMUST00000128289_Ccdc120	663	1931	2062	2027	1532	2139	2252
Capn6_ENSMUST00000087316_143827434_143827452	ENSMUST00000087316_Capn6	375	1509	1393	1146	886	1332	1307
Magea2_ENSMUST00000178950_155093773_155093791	ENSMUST00000178950_Magea2	418	1204	1084	1220	904	1494	1300
Dusp9_ENSMUST00000019701_73639185_73639203	ENSMUST00000019701_Dusp9	197	116	619	236	469	225	753
Gm364_ENSMUST00000114725_57408913_57408931	ENSMUST00000114725_Gm364	529	1578	1738	1576	1490	1471	1840
Pabpc5_ENSMUST00000040961_119927017_119927035	ENSMUST00000040961_Pabpc5	652	1780	1882	2628	2186	1996	2201
Cdkl5_ENSMUST00000112355_160817233_160817251	ENSMUST00000112355_Cdkl5	155	391	371	358	332	376	441
Cd99l2_ENSMUST00000148177_71492740_71492758	ENSMUST00000148177_Cd99l2	144	501	501	567	360	537	653
Gpm6b_ENSMUST00000129731_166344722_166344740	ENSMUST00000129731_Gpm6b	186	573	588	422	454	455	565
Pfkfb1_ENSMUST00000142848_150613462_150613444	ENSMUST00000142848_Pfkfb1	449	1205	1174	1267	1123	1356	1398
Tspan7_ENSMUST00000076354_10484939_10484957	ENSMUST00000076354_Tspan7	683	1947	2226	2379	2243	1793	2537
L1cam_ENSMUST00000145805_73857938_73857920	ENSMUST00000145805_L1cam	139	356	408	522	447	404	553
Gm8545_ENSMUST00000120692_74006632_74006650	ENSMUST00000120692_Gm8545	106	274	274	373	262	289	323
Nsdhl_ENSMUST00000033715_72918395_72918413	ENSMUST00000033715_Nsdhl	394	1286	1473	1125	1098	1185	1472
Sytl4_ENSMUST00000174091_133961055_133961037	ENSMUST00000174091_Sytl4	473	1404	1413	1504	1261	1311	1467
Klf8_ENSMUST00000112574_153237564_153237582	ENSMUST00000112574_Klf8	120	428	343	435	271	552	492
Gm14820_ENSMUST00000188632_8051300_8051282	ENSMUST00000188632_Gm14820	543	1816	1957	1811	1571	1993	2092
negative_control_120_120_120	NA_negative_control	191	490	565	868	722	634	703
Yipf6_ENSMUST00000140479_98938052_98938070	ENSMUST00000140479_Yipf6	402	1338	1525	1723	1473	1476	1595
Cldn34c1_ENSMUST00000113348_123103478_123103460	ENSMUST00000113348_Cldn34c1	403	1348	1471	1725	1501	1351	1604
Nxf2_ENSMUST00000113189_134964941_134964959	ENSMUST00000113189_Nxf2	580	2419	2258	2426	1916	2327	2685
Bgn_ENSMUST00000133394_73483584_73483602	ENSMUST00000133394_Bgn	262	1165	1173	912	846	1130	1195
G6pdx_ENSMUST00000143521_74428974_74428992	ENSMUST00000143521_G6pdx	261	959	926	846	692	792	950
Gm8424_ENSMUST00000117716_150926511_150926493	ENSMUST00000117716_Gm8424	525	1627	1583	2069	1672	1689	1889
Serpina7_ENSMUST00000033626_139085626_139085644	ENSMUST00000033626_Serpina7	288	808	953	803	1018	718	1018
Tmem35a_ENSMUST00000037687_134295101_134295083	ENSMUST00000037687_Tmem35a	275	827	861	967	838	959	1000
Sms_ENSMUST00000145477_157492164_157492182	ENSMUST00000145477_Sms	522	1808	1898	1710	1709	1793	2096
Magt1_ENSMUST00000139421_106011961_106011979	ENSMUST00000139421_Magt1	138	369	475	543	400	580	634
Tceal7_ENSMUST00000113116_136223857_136223875	ENSMUST00000113116_Tceal7	235	533	679	647	540	661	700
Magea6_ENSMUST00000076986_154926570_154926588	ENSMUST00000076986_Magea6	217	581	718	750	618	605	655
Usp27x_ENSMUST00000178293_7376052_7376070	ENSMUST00000178293_Usp27x	380	1190	1156	1195	946	1274	1406
Stard8_ENSMUST00000149999_99002947_99002929	ENSMUST00000149999_Stard8	107	387	488	312	328	405	365
Mir98_ENSMUST00000083602_151913140_151913122	ENSMUST00000083602_Mir98	139	366	413	484	388	387	379
Xist_ENSMUST00000127786_103483579_103483597	ENSMUST00000127786_Xist	178	613	496	629	483	648	603
Slc10a3_ENSMUST00000037967_74373451_74373469	ENSMUST00000037967_Slc10a3	247	756	662	897	693	945	964
Aff2_ENSMUST00000143097_69360524_69360506	ENSMUST00000143097_Aff2	324	1120	1246	1021	1010	1150	1372
Otud6a_ENSMUST00000060241_100428811_100428829	ENSMUST00000060241_Otud6a	225	542	644	483	477	620	845
Fndc3c1_ENSMUST00000138724_106485126_106485144	ENSMUST00000138724_Fndc3c1	164	585	596	679	564	610	680
Sept6_ENSMUST00000115239_36989747_36989765	ENSMUST00000115239_Sept6	408	1374	1572	1230	1250	1171	1603
Pnma3_ENSMUST00000060418_73064071_73064089	ENSMUST00000060418_Pnma3	329	753	1175	1133	1076	1199	1330
AU022751_ENSMUST00000101698_6083649_6083667	ENSMUST00000101698_AU022751	412	1298	1633	1464	1604	1231	1728
C430049B03Rik_ENSMUST00000155622_53057370_53057352	ENSMUST00000155622_C430049B03Rik	661	2287	2575	2436	2366	2332	2687
Col4a5_ENSMUST00000130732_141629889_141629871	ENSMUST00000130732_Col4a5	364	1022	1194	1068	1119	975	1192
Zmat1_ENSMUST00000141849_134979049_134979031	ENSMUST00000141849_Zmat1	345	845	1042	899	823	1216	1329
Haus7_ENSMUST00000033737_73459143_73459161	ENSMUST00000033737_Haus7	288	645	797	947	905	842	964
Otud5_ENSMUST00000152899_7841221_7841239	ENSMUST00000152899_Otud5	332	590	787	858	821	970	1111
Hdac6_ENSMUST00000154200_7947448_7947430	ENSMUST00000154200_Hdac6	383	1306	1623	1237	1233	1219	1621
1810030O07Rik_ENSMUST00000060108_12673652_12673670	ENSMUST00000060108_1810030O07Rik	511	1446	1541	1687	1329	1578	1646
Tmsb15a_ENSMUST00000113154_135725514_135725496	ENSMUST00000113154_Tmsb15a	330	877	1041	688	833	1026	1050
Pak3_ENSMUST00000134402_143518274_143518292	ENSMUST00000134402_Pak3	227	569	649	671	569	711	860
Tceal5_ENSMUST00000066819_136203930_136203948	ENSMUST00000066819_Tceal5	323	1008	987	915	870	964	984
Usp11_ENSMUST00000033383_20703895_20703913	ENSMUST00000033383_Usp11	224	659	802	787	800	728	787
Rbbp7_ENSMUST00000033720_162760206_162760224	ENSMUST00000033720_Rbbp7	585	2391	2361	3367	2360	2423	2231
Gm14662_ENSMUST00000145552_60893501_60893519	ENSMUST00000145552_Gm14662	318	1077	1027	1075	906	1045	1080
L1cam_ENSMUST00000066576_73869878_73869896	ENSMUST00000066576_L1cam	234	615	763	762	678	556	859
Tspyl2_ENSMUST00000149685_152342600_152342618	ENSMUST00000149685_Tspyl2	214	660	699	739	512	763	821
Msl2_ENSMUST00000189616_101074648_101074666	ENSMUST00000189616_Msl2	108	464	377	582	452	393	460
Vgll1_ENSMUST00000033465_57087979_57087961	ENSMUST00000033465_Vgll1	500	1514	1568	1196	1167	1343	1691
Gm595_ENSMUST00000114928_48877798_48877816	ENSMUST00000114928_Gm595	483	1343	1464	1423	1414	1644	1917
Cask_ENSMUST00000128012_13677636_13677654	ENSMUST00000128012_Cask	315	1093	1093	1069	949	1010	1170
Siah1b_ENSMUST00000037928_164076183_164076201	ENSMUST00000037928_Siah1b	379	2095	2436	1620	1644	2440	2400
5730405O15Rik_ENSMUST00000127521_13041774_13041756	ENSMUST00000127521_5730405O15Rik	225	683	733	544	556	630	711
Tceal1_ENSMUST00000055104_136707783_136707801	ENSMUST00000055104_Tceal1	94	247	306	383	347	356	343
Maged2_ENSMUST00000147152_150813247_150813229	ENSMUST00000147152_Maged2	605	1984	2203	1656	1579	1886	1994
Cybb_ENSMUST00000164685_9469322_9469340	ENSMUST00000164685_Cybb	499	1899	1856	1747	1480	1889	2156
Map7d2_ENSMUST00000112471_159414450_159414468	ENSMUST00000112471_Map7d2	722	2880	2461	3278	2503	2783	2924
Sh3kbp1_ENSMUST00000142426_159942742_159942724	ENSMUST00000142426_Sh3kbp1	474	1541	1628	2072	1780	1830	2110
negative_control_29_29_29	NA_negative_control	332	570	932	714	778	684	991
Adgrg2_ENSMUST00000112398_160426813_160426795	ENSMUST00000112398_Adgrg2	186	419	411	641	534	477	650
Diaph2_ENSMUST00000127577_129749657_129749675	ENSMUST00000127577_Diaph2	251	468	603	568	498	679	831
Zcchc18_ENSMUST00000113067_136993089_136993107	ENSMUST00000113067_Zcchc18	457	1370	1524	1767	1534	1587	1805
Slc6a14_ENSMUST00000033414_21714953_21714971	ENSMUST00000033414_Slc6a14	154	410	405	468	366	441	475
Shroom2_ENSMUST00000124141_152644078_152644096	ENSMUST00000124141_Shroom2	179	554	537	597	548	709	729
Smarca1_ENSMUST00000077569_47892623_47892641	ENSMUST00000077569_Smarca1	278	919	713	1019	724	885	767
Lonrf3_ENSMUST00000135758_36327905_36327923	ENSMUST00000135758_Lonrf3	224	665	834	719	677	825	803
Xpnpep2_ENSMUST00000114998_48108886_48108904	ENSMUST00000114998_Xpnpep2	536	2270	1936	1429	1365	2315	2202
Mid2_ENSMUST00000112993_140677908_140677890	ENSMUST00000112993_Mid2	656	1686	2896	2279	2653	1938	3291
Slc9a6_ENSMUST00000144068_56609661_56609679	ENSMUST00000144068_Slc9a6	96	246	323	371	306	262	280
Gm14685_ENSMUST00000179117_73122819_73122837	ENSMUST00000179117_Gm14685	411	1107	1716	1112	1401	1263	1811
Sept6_ENSMUST00000115239_36989681_36989699	ENSMUST00000115239_Sept6	576	1905	1904	1762	1721	2025	2275
C1galt1c1_ENSMUST00000058265_38635202_38635220	ENSMUST00000058265_C1galt1c1	168	392	430	607	480	416	458
Ubl4a_ENSMUST00000015434_74368523_74368505	ENSMUST00000015434_Ubl4a	271	976	1076	1043	1017	883	1226
Psmd10_ENSMUST00000033805_140956906_140956924	ENSMUST00000033805_Psmd10	412	1351	1477	1466	1315	1248	1525
Gab3_ENSMUST00000114109_75085012_75085030	ENSMUST00000114109_Gab3	469	1873	1862	1829	1361	2013	1858
Prdm14_ENSMUST00000047577_13127331_13127349	ENSMUST00000047577_Prdm14	378	182	965	329	720	328	1099
Nxt2_ENSMUST00000112913_142228427_142228409	ENSMUST00000112913_Nxt2	492	1573	1651	1682	1437	1547	1832
Ssr4_ENSMUST00000166518_73786919_73786937	ENSMUST00000166518_Ssr4	153	513	482	580	435	721	577
Gpm6b_ENSMUST00000112235_166238898_166238916	ENSMUST00000112235_Gpm6b	440	1470	1613	1604	1489	1406	1705
Gm15104_ENSMUST00000165760_150313496_150313478	ENSMUST00000165760_Gm15104	354	1108	1127	1303	1056	1177	1220
Med12_ENSMUST00000148846_101285822_101285840	ENSMUST00000148846_Med12	469	1423	1528	1817	1635	1267	1569
Naa10_ENSMUST00000139105_73919963_73919981	ENSMUST00000139105_Naa10	408	848	1155	1041	1259	956	1452
Xiap_ENSMUST00000115094_42067767_42067749	ENSMUST00000115094_Xiap	489	1227	1401	1530	1215	1403	1471
Eif2s3x_ENSMUST00000113922_94212700_94212718	ENSMUST00000113922_Eif2s3x	257	944	814	617	544	872	785
Armcx2_ENSMUST00000141322_134808216_134808198	ENSMUST00000141322_Armcx2	216	789	670	875	769	772	759
Haus7_ENSMUST00000033737_73459168_73459186	ENSMUST00000033737_Haus7	140	439	485	493	362	444	579
