sgRNA	Gene	PlasmidLib	R1_Top	R1_Unsorted	R2_Top	R2_Unsorted	R3_Top	R3_Unsorted
Maged1_ENSMUST00000138146_94537696_94537678	ENSMUST00000138146_Maged1	237	833	906	664	554	764	951
Cask_ENSMUST00000115438_13846620_13846638	ENSMUST00000115438_Cask	264	946	1179	961	825	894	1001
Gria3_ENSMUST00000115103_41400842_41400824	ENSMUST00000115103_Gria3	7	2	11	16	16	15	20
BC065397_ENSMUST00000134066_136742589_136742607	ENSMUST00000134066_BC065397	84	157	158	184	166	180	208
Gpr50_ENSMUST00000070449_71663592_71663610	ENSMUST00000070449_Gpr50	77	177	186	180	157	214	216
Dkc1_ENSMUST00000137286_75105914_75105896	ENSMUST00000137286_Dkc1	54	188	168	116	98	183	173
Rbm3_ENSMUST00000155599_8143101_8143083	ENSMUST00000155599_Rbm3	151	663	571	698	500	741	710
Klhl13_ENSMUST00000144360_23296183_23296201	ENSMUST00000144360_Klhl13	174	573	608	744	633	547	621
Dmd_ENSMUST00000146331_84599132_84599150	ENSMUST00000146331_Dmd	187	575	736	594	558	614	563
Mtmr1_ENSMUST00000114601_71364671_71364689	ENSMUST00000114601_Mtmr1	174	458	435	505	451	604	633
Gm14541_ENSMUST00000118985_36839596_36839578	ENSMUST00000118985_Gm14541	178	407	522	716	569	581	604
Mid1_ENSMUST00000152163_169974988_169975006	ENSMUST00000152163_Mid1	180	460	546	632	437	621	687
Dock11_ENSMUST00000033419_35888648_35888666	ENSMUST00000033419_Dock11	183	551	622	433	471	559	697
Uba1_ENSMUST00000137892_20677713_20677695	ENSMUST00000137892_Uba1	82	271	465	355	313	285	332
Tceal7_ENSMUST00000126811_136214482_136214500	ENSMUST00000126811_Tceal7	125	453	455	389	384	334	481
Amer1_ENSMUST00000084535_95445075_95445093	ENSMUST00000084535_Amer1	127	494	424	444	508	431	415
Gdi1_ENSMUST00000128915_74305360_74305378	ENSMUST00000128915_Gdi1	119	324	309	358	249	345	342
Atrx_ENSMUST00000198209_105875978_105875960	ENSMUST00000198209_Atrx	179	470	537	518	423	418	577
Dock11_ENSMUST00000115264_36040934_36040952	ENSMUST00000115264_Dock11	199	572	673	494	490	566	692
Alg13_ENSMUST00000040338_144335661_144335679	ENSMUST00000040338_Alg13	105	410	372	350	267	341	344
Armcx2_ENSMUST00000035559_134809198_134809216	ENSMUST00000035559_Armcx2	89	345	271	224	224	303	302
Dmd_ENSMUST00000139998_84076295_84076313	ENSMUST00000139998_Dmd	133	499	463	589	465	478	485
AU015836_ENSMUST00000121565_93968586_93968604	ENSMUST00000121565_AU015836	135	325	467	328	369	355	484
Flna_ENSMUST00000141528_74226881_74226899	ENSMUST00000141528_Flna	77	356	401	365	337	348	369
Rs1_ENSMUST00000033650_160767990_160768008	ENSMUST00000033650_Rs1	104	339	381	449	339	433	398
Efhc2_ENSMUST00000026014_17319480_17319498	ENSMUST00000026014_Efhc2	82	248	273	334	255	253	371
Gm15063_ENSMUST00000152648_75573159_75573141	ENSMUST00000152648_Gm15063	146	388	443	503	363	590	506
Aff2_ENSMUST00000151662_69856569_69856551	ENSMUST00000151662_Aff2	105	203	258	360	376	311	372
Lrch2_ENSMUST00000136789_147554090_147554108	ENSMUST00000136789_Lrch2	133	317	376	207	229	224	293
Pcdh19_ENSMUST00000193376_133588170_133588188	ENSMUST00000193376_Pcdh19	91	274	305	232	229	281	290
Xlr4c_ENSMUST00000068551_73243391_73243409	ENSMUST00000068551_Xlr4c	94	171	254	138	192	205	255
Arhgap36_ENSMUST00000132784_49493575_49493593	ENSMUST00000132784_Arhgap36	242	824	762	1040	665	994	924
AU015836_ENSMUST00000124180_93969172_93969190	ENSMUST00000124180_AU015836	134	305	189	347	193	485	374
Spen_ENSMUST00000078886_141538553_141538571	ENSMUST00000078886_Spen	111	450	549	401	375	465	500
Slc25a14_ENSMUST00000153047_48623649_48623667	ENSMUST00000153047_Slc25a14	92	357	301	213	215	267	364
Mbtps2_ENSMUST00000134211_157580310_157580292	ENSMUST00000134211_Mbtps2	87	197	232	223	227	349	304
Thoc2_ENSMUST00000155369_41807234_41807216	ENSMUST00000155369_Thoc2	172	425	384	544	440	440	490
Foxo4_ENSMUST00000062000_101254018_101254036	ENSMUST00000062000_Foxo4	171	490	436	455	326	465	502
Rbbp7_ENSMUST00000138791_162760692_162760710	ENSMUST00000138791_Rbbp7	76	205	204	131	203	244	252
Bhlhb9_ENSMUST00000148374_135885754_135885772	ENSMUST00000148374_Bhlhb9	175	464	646	376	369	559	619
Pak3_ENSMUST00000172330_143693200_143693218	ENSMUST00000172330_Pak3	147	483	570	507	375	393	412
Uba1_ENSMUST00000137892_20677675_20677657	ENSMUST00000137892_Uba1	139	321	424	422	307	445	473
Med12_ENSMUST00000148846_101285656_101285638	ENSMUST00000148846_Med12	97	248	244	316	305	232	264
Med12_ENSMUST00000117706_101273969_101273987	ENSMUST00000117706_Med12	188	544	718	612	423	473	579
Rpl39_ENSMUST00000138799_37085389_37085407	ENSMUST00000138799_Rpl39	216	704	581	517	385	670	630
Tmem29_ENSMUST00000141948_150441212_150441230	ENSMUST00000141948_Tmem29	195	622	536	574	497	663	644
Rps6ka6_ENSMUST00000156639_111536600_111536618	ENSMUST00000156639_Rps6ka6	174	392	561	483	665	399	626
Haus7_ENSMUST00000131140_73447806_73447788	ENSMUST00000131140_Haus7	167	556	649	443	351	478	484
Aff2_ENSMUST00000033532_69360127_69360145	ENSMUST00000033532_Aff2	150	329	262	394	271	412	274
Smim9_ENSMUST00000101433_75164245_75164263	ENSMUST00000101433_Smim9	50	134	199	137	130	197	213
Vcp-rs_ENSMUST00000120233_104348565_104348547	ENSMUST00000120233_Vcp-rs	159	452	542	314	300	485	617
Bex4_ENSMUST00000116527_136138613_136138631	ENSMUST00000116527_Bex4	114	342	345	237	246	446	523
Gm8172_ENSMUST00000120762_69606598_69606580	ENSMUST00000120762_Gm8172	109	451	432	264	235	383	355
Mcf2_ENSMUST00000033478_60148048_60148066	ENSMUST00000033478_Mcf2	83	310	310	276	304	277	342
Gm15191_ENSMUST00000117933_151944925_151944907	ENSMUST00000117933_Gm15191	127	382	367	537	442	401	523
Adgrg4_ENSMUST00000145035_56967716_56967698	ENSMUST00000145035_Adgrg4	82	173	204	239	210	257	235
Gm9115_ENSMUST00000120192_102726079_102726097	ENSMUST00000120192_Gm9115	154	404	467	479	491	338	458
Tsix_ENSMUST00000211291_103447544_103447562	ENSMUST00000211291_Tsix	137	356	415	355	409	434	556
Atp7a_ENSMUST00000133875_106114838_106114820	ENSMUST00000133875_Atp7a	150	318	383	520	448	506	512
Huwe1_ENSMUST00000149344_151803220_151803238	ENSMUST00000149344_Huwe1	129	457	507	361	368	499	557
Lonrf3_ENSMUST00000135758_36328072_36328090	ENSMUST00000135758_Lonrf3	94	376	305	470	322	365	412
Ubl4a_ENSMUST00000126117_74368609_74368591	ENSMUST00000126117_Ubl4a	186	571	608	678	457	458	506
Jpx_ENSMUST00000182447_103493642_103493660	ENSMUST00000182447_Jpx	140	440	445	459	339	517	427
Hdac8_ENSMUST00000154872_102505145_102505163	ENSMUST00000154872_Hdac8	186	689	699	806	773	617	706
negative_control_191_191_191	NA_negative_control	124	339	374	375	345	366	415
Phex_ENSMUST00000138396_157415448_157415466	ENSMUST00000138396_Phex	45	125	143	154	132	146	216
Gm45800_ENSMUST00000210331_95557658_95557640	ENSMUST00000210331_Gm45800	230	662	638	802	648	747	674
Nono_ENSMUST00000136251_101442947_101442929	ENSMUST00000136251_Nono	159	459	444	520	482	529	553
Gprasp1_ENSMUST00000149595_135742495_135742513	ENSMUST00000149595_Gprasp1	78	325	344	237	219	284	336
Il2rg_ENSMUST00000135038_101267975_101267957	ENSMUST00000135038_Il2rg	120	557	345	374	214	473	397
Gm44_ENSMUST00000172155_90891986_90892004	ENSMUST00000172155_Gm44	84	303	277	267	198	252	304
Magix_ENSMUST00000115695_7681135_7681153	ENSMUST00000115695_Magix	226	795	707	604	624	698	735
Mtmr1_ENSMUST00000156307_71390928_71390910	ENSMUST00000156307_Mtmr1	165	619	531	641	370	774	581
Uba1_ENSMUST00000130694_20659182_20659200	ENSMUST00000130694_Uba1	79	255	244	214	241	197	271
Zmym3_ENSMUST00000121429_101420716_101420698	ENSMUST00000121429_Zmym3	39	108	93	130	107	109	84
Nkap_ENSMUST00000016553_37126588_37126606	ENSMUST00000016553_Nkap	137	437	386	458	332	410	469
Gm23628_ENSMUST00000082464_20614985_20615003	ENSMUST00000082464_Gm23628	111	376	397	365	293	393	431
Pqbp1_ENSMUST00000033497_7899418_7899436	ENSMUST00000033497_Pqbp1	188	638	542	632	602	711	778
Gpr173_ENSMUST00000070316_152368919_152368937	ENSMUST00000070316_Gpr173	84	312	274	351	288	269	331
Prdm14_ENSMUST00000047577_13127350_13127368	ENSMUST00000047577_Prdm14	181	89	527	251	475	147	560
Gm1141_ENSMUST00000154780_71928753_71928735	ENSMUST00000154780_Gm1141	89	294	243	207	134	227	300
Prrg1_ENSMUST00000114025_78584420_78584438	ENSMUST00000114025_Prrg1	117	405	522	592	503	422	527
Magea4_ENSMUST00000048675_72221877_72221895	ENSMUST00000048675_Magea4	131	335	400	390	400	375	494
Wnk3_ENSMUST00000131844_151207533_151207551	ENSMUST00000131844_Wnk3	57	217	195	218	174	162	238
Gripap1_ENSMUST00000141178_7810171_7810189	ENSMUST00000141178_Gripap1	117	281	318	411	289	331	324
Pcyt1b_ENSMUST00000146263_93731162_93731180	ENSMUST00000146263_Pcyt1b	93	244	377	466	404	383	356
5530601H04Rik_ENSMUST00000154334_105070370_105070388	ENSMUST00000154334_5530601H04Rik	76	230	223	267	221	184	223
Syp_ENSMUST00000069520_7638345_7638363	ENSMUST00000069520_Syp	176	453	475	489	478	463	512
Armcx2_ENSMUST00000035559_134809216_134809234	ENSMUST00000035559_Armcx2	87	306	283	322	258	308	342
Gnl3l_ENSMUST00000112691_151017445_151017463	ENSMUST00000112691_Gnl3l	114	267	273	193	224	349	375
Zfp711_ENSMUST00000151972_112600390_112600408	ENSMUST00000151972_Zfp711	130	443	489	490	314	489	578
Col4a6_ENSMUST00000151459_141192708_141192690	ENSMUST00000151459_Col4a6	256	755	749	829	817	810	1043
Ccdc22_ENSMUST00000144674_7597389_7597407	ENSMUST00000144674_Ccdc22	176	555	512	542	489	550	649
2810403D21Rik_ENSMUST00000124329_108903339_108903321	ENSMUST00000124329_2810403D21Rik	68	148	225	242	268	243	244
Gm6285_ENSMUST00000122012_104947529_104947511	ENSMUST00000122012_Gm6285	85	410	319	222	179	346	377
Phex_ENSMUST00000135713_157165827_157165845	ENSMUST00000135713_Phex	84	191	273	272	272	215	296
Gm6858_ENSMUST00000208582_73049632_73049650	ENSMUST00000208582_Gm6858	118	386	425	544	344	477	482
Ar_ENSMUST00000052837extra_98149492_98149510	ENSMUST00000052837extra_Ar	176	554	609	501	432	508	678
Prdx4_ENSMUST00000123915_155338533_155338551	ENSMUST00000123915_Prdx4	195	603	581	755	660	646	808
F8_ENSMUST00000033539_75382467_75382485	ENSMUST00000033539_F8	33	136	72	89	66	160	129
Uba1_ENSMUST00000001989_20662474_20662492	ENSMUST00000001989_Uba1	101	396	416	340	343	309	380
Cacna1f_ENSMUST00000157000_7627972_7627990	ENSMUST00000157000_Cacna1f	160	470	475	629	543	532	602
Foxo4_ENSMUST00000138437_101254649_101254667	ENSMUST00000138437_Foxo4	95	247	277	407	392	313	341
Gm8876_ENSMUST00000120768_88757157_88757175	ENSMUST00000120768_Gm8876	57	191	189	133	163	190	186
Cetn2_ENSMUST00000033713_72917013_72917031	ENSMUST00000033713_Cetn2	69	229	375	294	210	142	228
Shroom4_ENSMUST00000143641_6400043_6400061	ENSMUST00000143641_Shroom4	95	408	397	553	475	345	449
Mbtps2_ENSMUST00000134211_157580096_157580078	ENSMUST00000134211_Mbtps2	136	426	408	341	290	477	520
Gm9164_ENSMUST00000118700_103889060_103889078	ENSMUST00000118700_Gm9164	135	301	305	449	327	355	471
Gm1848_ENSMUST00000120711_21146622_21146604	ENSMUST00000120711_Gm1848	125	321	415	491	397	525	521
Mmgt1_ENSMUST00000059899_56598050_56598068	ENSMUST00000059899_Mmgt1	98	258	277	334	302	280	285
Lonrf3_ENSMUST00000126147_36328977_36328959	ENSMUST00000126147_Lonrf3	188	538	587	869	655	568	752
Slc25a43_ENSMUST00000047655_36743591_36743609	ENSMUST00000047655_Slc25a43	164	492	636	728	682	577	787
Magea5_ENSMUST00000069556_155063566_155063584	ENSMUST00000069556_Magea5	113	465	359	400	347	345	435
Nxt2_ENSMUST00000112916_142226510_142226492	ENSMUST00000112916_Nxt2	75	209	255	195	171	157	161
Phex_ENSMUST00000135713_157166042_157166060	ENSMUST00000135713_Phex	124	450	555	436	450	449	529
Slc6a8_ENSMUST00000033752_73673036_73673054	ENSMUST00000033752_Slc6a8	138	343	343	228	336	402	407
Zmym3_ENSMUST00000155040_101410083_101410101	ENSMUST00000155040_Zmym3	142	334	360	388	367	279	392
Reps2_ENSMUST00000154424_162565696_162565714	ENSMUST00000154424_Reps2	86	213	308	303	235	254	279
2010204K13Rik_ENSMUST00000128571_7423178_7423196	ENSMUST00000128571_2010204K13Rik	255	639	627	832	642	695	691
Smc1a_ENSMUST00000124681_152058162_152058144	ENSMUST00000124681_Smc1a	118	265	269	306	230	212	248
Zmym3_ENSMUST00000120107_101420927_101420945	ENSMUST00000120107_Zmym3	263	673	715	953	775	775	919
Rpgr_ENSMUST00000072393_10217050_10217068	ENSMUST00000072393_Rpgr	73	205	189	220	190	244	301
Mpp1_ENSMUST00000135285_75118038_75118056	ENSMUST00000135285_Mpp1	140	536	482	458	412	434	553
Gm15019_ENSMUST00000120148_135726755_135726737	ENSMUST00000120148_Gm15019	129	438	404	512	439	529	503
Taf7l_ENSMUST00000009740_134476718_134476736	ENSMUST00000009740_Taf7l	157	473	489	492	421	522	573
Mpp1_ENSMUST00000114092_75131016_75131034	ENSMUST00000114092_Mpp1	220	871	939	773	791	787	910
Aifm1_ENSMUST00000124623_48487027_48487009	ENSMUST00000124623_Aifm1	87	284	186	179	210	253	325
negative_control_156_156_156	NA_negative_control	139	368	535	526	446	425	514
Tmem164_ENSMUST00000112889_142681357_142681375	ENSMUST00000112889_Tmem164	79	247	206	344	233	288	289
Ids_ENSMUST00000101509_70365155_70365173	ENSMUST00000101509_Ids	208	626	719	825	833	553	708
Zfp182_ENSMUST00000115333_21062115_21062133	ENSMUST00000115333_Zfp182	146	533	605	410	391	490	549
Tmem29_ENSMUST00000143526_150435608_150435590	ENSMUST00000143526_Tmem29	137	410	421	352	302	415	311
Atrx_ENSMUST00000143361_105802453_105802435	ENSMUST00000143361_Atrx	43	99	83	61	82	195	172
Dkc1_ENSMUST00000033776_75095774_75095792	ENSMUST00000033776_Dkc1	169	406	539	500	487	505	570
Ebp_ENSMUST00000140011_8187521_8187539	ENSMUST00000140011_Ebp	172	421	447	458	366	440	500
Cacna1f_ENSMUST00000128628_7626840_7626822	ENSMUST00000128628_Cacna1f	110	289	321	281	206	334	329
Hmgb3_ENSMUST00000072699_71555864_71555882	ENSMUST00000072699_Hmgb3	156	554	307	501	367	422	326
Shroom2_ENSMUST00000137217_152644888_152644906	ENSMUST00000137217_Shroom2	96	267	238	267	222	293	400
Atp7a_ENSMUST00000134363_106106891_106106873	ENSMUST00000134363_Atp7a	155	337	503	366	415	391	505
Lamp2_ENSMUST00000136817_38443686_38443668	ENSMUST00000136817_Lamp2	115	291	336	248	319	258	360
Map7d2_ENSMUST00000112471_159414508_159414526	ENSMUST00000112471_Map7d2	147	713	546	872	665	575	649
Nlgn3_ENSMUST00000147443_101300121_101300139	ENSMUST00000147443_Nlgn3	66	339	315	391	324	353	312
Ctps2_ENSMUST00000126956_162929284_162929266	ENSMUST00000126956_Ctps2	30	55	53	94	119	63	44
Chm_ENSMUST00000153417_113048104_113048122	ENSMUST00000153417_Chm	114	333	348	326	289	374	455
Pgk1_ENSMUST00000135949_106187134_106187152	ENSMUST00000135949_Pgk1	145	388	633	367	435	425	632
Rhox2-ps_ENSMUST00000117421_37683620_37683602	ENSMUST00000117421_Rhox2-ps	225	720	752	1084	921	689	871
Efnb1_ENSMUST00000052839_99136004_99136022	ENSMUST00000052839_Efnb1	209	670	679	851	484	628	607
Mdrl_ENSMUST00000180483_36817729_36817711	ENSMUST00000180483_Mdrl	70	177	193	132	114	184	148
Cd99l2_ENSMUST00000148177_71492952_71492970	ENSMUST00000148177_Cd99l2	127	227	451	327	335	322	400
Map7d2_ENSMUST00000145142_159414591_159414609	ENSMUST00000145142_Map7d2	56	217	282	303	245	272	308
Ndufb11_ENSMUST00000116621extra_20617387_20617405	ENSMUST00000116621extra_Ndufb11	136	385	354	455	393	392	527
Ribc1_ENSMUST00000026288_152016635_152016653	ENSMUST00000026288_Ribc1	155	359	415	553	475	373	426
Arhgef9_ENSMUST00000196354_95081786_95081804	ENSMUST00000196354_Arhgef9	156	361	401	358	357	459	520
Dnase1l1_ENSMUST00000075821_74282678_74282696	ENSMUST00000075821_Dnase1l1	225	740	892	835	714	792	968
C1galt1c1_ENSMUST00000058265_38635174_38635192	ENSMUST00000058265_C1galt1c1	153	434	512	366	391	458	559
Tex11_ENSMUST00000113718_101059853_101059871	ENSMUST00000113718_Tex11	114	300	408	389	385	343	568
Cxx1a_ENSMUST00000088779_53643886_53643904	ENSMUST00000088779_Cxx1a	99	169	356	307	226	249	322
Kat8_ENSMUST00000206071_127912301_127912319	ENSMUST00000206071_Kat8	158	461	470	512	437	445	573
Tmem29_ENSMUST00000128771_150441226_150441244	ENSMUST00000128771_Tmem29	181	399	459	363	394	590	533
Gm26035_ENSMUST00000083065_152924056_152924038	ENSMUST00000083065_Gm26035	48	89	177	160	131	174	192
Phka1_ENSMUST00000052012_102644363_102644381	ENSMUST00000052012_Phka1	106	690	364	789	450	581	474
Dkc1_ENSMUST00000154936_75100057_75100075	ENSMUST00000154936_Dkc1	145	451	422	350	354	431	489
Klhl15_ENSMUST00000113911_94234809_94234827	ENSMUST00000113911_Klhl15	91	313	336	405	349	273	398
Nxf7_ENSMUST00000141310_135596953_135596971	ENSMUST00000141310_Nxf7	57	135	140	196	139	223	219
Map3k15_ENSMUST00000033665_159988173_159988191	ENSMUST00000033665_Map3k15	281	893	912	951	633	938	1122
Sytl4_ENSMUST00000174091_133961380_133961398	ENSMUST00000174091_Sytl4	366	917	1093	1259	1109	1046	1318
Reps2_ENSMUST00000101102_162643697_162643715	ENSMUST00000101102_Reps2	175	586	606	685	508	719	761
D330045A20Rik_ENSMUST00000046763_139480308_139480326	ENSMUST00000046763_D330045A20Rik	135	472	514	510	455	417	442
Stk26_ENSMUST00000033444_50840786_50840768	ENSMUST00000033444_Stk26	56	113	156	136	114	116	112
Atp2b3_ENSMUST00000033744_73502804_73502822	ENSMUST00000033744_Atp2b3	133	426	454	452	372	380	438
Tro_ENSMUST00000151403_150657498_150657516	ENSMUST00000151403_Tro	120	464	499	541	430	463	571
Ube2a_ENSMUST00000201050_36881064_36881082	ENSMUST00000201050_Ube2a	95	324	292	378	342	330	278
Pola1_ENSMUST00000006856_93632314_93632332	ENSMUST00000006856_Pola1	159	449	433	429	360	421	529
Zfp300_ENSMUST00000154299_21089358_21089376	ENSMUST00000154299_Zfp300	116	313	391	402	356	319	554
Irak1_ENSMUST00000132144_74023243_74023261	ENSMUST00000132144_Irak1	91	218	208	190	164	189	263
Cacna1f_ENSMUST00000155090_7607069_7607087	ENSMUST00000155090_Cacna1f	46	105	123	172	101	135	125
Gm25047_ENSMUST00000122667_36363779_36363761	ENSMUST00000122667_Gm25047	139	372	490	580	536	444	473
Arhgef6_ENSMUST00000114735_57281999_57282017	ENSMUST00000114735_Arhgef6	113	354	437	318	284	383	438
Armcx2_ENSMUST00000141322_134808042_134808024	ENSMUST00000141322_Armcx2	140	334	355	435	371	345	387
Gm14827_ENSMUST00000146644_94442458_94442476	ENSMUST00000146644_Gm14827	145	474	439	403	265	383	458
Fndc3c1_ENSMUST00000127796_106434009_106433991	ENSMUST00000127796_Fndc3c1	315	896	915	883	821	819	859
Tsix_ENSMUST00000211291_103447634_103447616	ENSMUST00000211291_Tsix	93	312	247	407	365	312	313
Plxna3_ENSMUST00000137484_74341216_74341234	ENSMUST00000137484_Plxna3	141	404	367	506	550	424	555
Col4a5_ENSMUST00000130732_141630043_141630061	ENSMUST00000130732_Col4a5	69	164	239	213	231	162	282
Nono_ENSMUST00000147708_101429296_101429314	ENSMUST00000147708_Nono	160	401	400	378	287	491	557
Zmym3_ENSMUST00000137416_101417613_101417631	ENSMUST00000137416_Zmym3	112	325	410	308	364	328	400
Gpr50_ENSMUST00000070449_71663537_71663555	ENSMUST00000070449_Gpr50	114	367	425	323	322	360	361
Cdk16_ENSMUST00000122944_20695695_20695677	ENSMUST00000122944_Cdk16	105	262	323	284	307	260	376
Gpm6b_ENSMUST00000129731_166344688_166344706	ENSMUST00000129731_Gpm6b	117	241	356	269	251	234	324
F8a_ENSMUST00000105111_73228181_73228199	ENSMUST00000105111_F8a	89	403	435	442	485	343	490
Mpp1_ENSMUST00000114092_75131104_75131122	ENSMUST00000114092_Mpp1	154	494	680	598	513	574	517
Gm22023_ENSMUST00000104354_164282582_164282600	ENSMUST00000104354_Gm22023	172	374	404	553	407	408	346
Tsr2_ENSMUST00000112683_151096751_151096769	ENSMUST00000112683_Tsr2	68	254	166	162	135	174	223
4933428M09Rik_ENSMUST00000113046_139179183_139179201	ENSMUST00000113046_4933428M09Rik	135	479	482	489	530	422	356
Gpkow_ENSMUST00000154562_7703127_7703145	ENSMUST00000154562_Gpkow	231	616	660	714	458	732	712
Nono_ENSMUST00000136251_101443157_101443175	ENSMUST00000136251_Nono	84	283	241	295	256	242	286
Suv39h1_ENSMUST00000115636_8074930_8074948	ENSMUST00000115636_Suv39h1	204	736	802	1045	749	676	718
Uxt_ENSMUST00000129899_20962136_20962154	ENSMUST00000129899_Uxt	102	349	357	360	343	369	406
Gdi1_ENSMUST00000144317_74306761_74306743	ENSMUST00000144317_Gdi1	167	552	453	428	376	450	572
Tktl1_ENSMUST00000010127_74177005_74177023	ENSMUST00000010127_Tktl1	250	677	888	756	769	607	834
Gm18336_ENSMUST00000180787_73398908_73398890	ENSMUST00000180787_Gm18336	106	288	330	272	178	187	276
Wdr45_ENSMUST00000127847_7722666_7722684	ENSMUST00000127847_Wdr45	217	490	494	860	658	507	583
Prrg3_ENSMUST00000126362_71962462_71962480	ENSMUST00000126362_Prrg3	149	790	843	851	698	701	783
Zfp36l3_ENSMUST00000071711_53776402_53776420	ENSMUST00000071711_Zfp36l3	126	415	409	314	317	465	555
Flna_ENSMUST00000150554_74228538_74228556	ENSMUST00000150554_Flna	82	258	235	214	197	194	243
Alg13_ENSMUST00000070801_144317569_144317551	ENSMUST00000070801_Alg13	44	116	137	89	66	138	151
Slc35a2_ENSMUST00000096514_7884128_7884146	ENSMUST00000096514_Slc35a2	127	480	497	283	275	459	508
Gk_ENSMUST00000113978_85776827_85776845	ENSMUST00000113978_Gk	121	526	532	656	569	425	468
Siah1b_ENSMUST00000037928_164076595_164076613	ENSMUST00000037928_Siah1b	94	274	256	298	195	272	268
Zic3_ENSMUST00000137687_58022588_58022570	ENSMUST00000137687_Zic3	291	875	956	947	763	987	962
Gm14633_ENSMUST00000121152_56448728_56448746	ENSMUST00000121152_Gm14633	117	424	428	336	322	452	405
Med12_ENSMUST00000117203_101273989_101274007	ENSMUST00000117203_Med12	121	605	594	716	564	490	521
Gm5640_ENSMUST00000114119_74645977_74645995	ENSMUST00000114119_Gm5640	108	497	507	527	358	401	467
Bex4_ENSMUST00000116527_136138565_136138583	ENSMUST00000116527_Bex4	148	490	431	371	361	380	489
Map7d2_ENSMUST00000145142_159445726_159445744	ENSMUST00000145142_Map7d2	107	550	417	558	491	437	361
Zfp182_ENSMUST00000133186_21062450_21062432	ENSMUST00000133186_Zfp182	78	148	191	174	181	211	259
Thoc2_ENSMUST00000152921_41920856_41920874	ENSMUST00000152921_Thoc2	52	180	216	137	143	180	197
Maged2_ENSMUST00000026302_150814419_150814437	ENSMUST00000026302_Maged2	128	290	276	443	404	360	437
Ebp_ENSMUST00000149495_8192986_8193004	ENSMUST00000149495_Ebp	109	352	415	383	363	393	429
Dlg3_ENSMUST00000151020_100777210_100777228	ENSMUST00000151020_Dlg3	226	843	777	700	666	693	840
Gm15063_ENSMUST00000152648_75573119_75573101	ENSMUST00000152648_Gm15063	83	215	191	263	215	228	290
Klhl13_ENSMUST00000115319_23285777_23285759	ENSMUST00000115319_Klhl13	25	67	73	70	85	45	50
Gm45800_ENSMUST00000210331_95557991_95557973	ENSMUST00000210331_Gm45800	169	412	539	445	425	552	571
Vgll1_ENSMUST00000141936_57099402_57099384	ENSMUST00000141936_Vgll1	251	669	882	917	892	858	875
Kantr_ENSMUST00000195280_152327602_152327584	ENSMUST00000195280_Kantr	179	450	574	519	582	516	527
Dkc1_ENSMUST00000033776_75095702_75095720	ENSMUST00000033776_Dkc1	145	501	474	432	431	465	451
Gabra3_ENSMUST00000137517_72656722_72656740	ENSMUST00000137517_Gabra3	55	155	155	111	145	217	208
Drp2_ENSMUST00000142146_134423564_134423582	ENSMUST00000142146_Drp2	141	421	452	405	382	384	443
Dach2_ENSMUST00000123974_113724292_113724274	ENSMUST00000123974_Dach2	136	256	401	251	298	236	319
Dock11_ENSMUST00000115266_35947142_35947124	ENSMUST00000115266_Dock11	97	247	244	220	226	335	320
Gm15138_ENSMUST00000151778_151169343_151169361	ENSMUST00000151778_Gm15138	120	292	358	470	425	421	459
Bex1_ENSMUST00000058125_136215922_136215940	ENSMUST00000058125_Bex1	42	270	144	315	200	258	212
Ccdc120_ENSMUST00000128289_7740304_7740322	ENSMUST00000128289_Ccdc120	173	617	629	592	636	555	498
Arhgef6_ENSMUST00000033468_57338835_57338853	ENSMUST00000033468_Arhgef6	71	389	338	451	299	324	201
Atrx_ENSMUST00000143361_105802086_105802104	ENSMUST00000143361_Atrx	121	303	375	419	393	360	415
Gm45208_ENSMUST00000207461_7726866_7726848	ENSMUST00000207461_Gm45208	159	425	498	506	382	495	680
A230072C01Rik_ENSMUST00000123462_20961413_20961431	ENSMUST00000123462_A230072C01Rik	93	237	297	282	269	358	373
Brcc3_ENSMUST00000124321_75433952_75433934	ENSMUST00000124321_Brcc3	73	207	245	270	219	251	269
Alg13_ENSMUST00000132416_144346684_144346702	ENSMUST00000132416_Alg13	93	313	342	293	180	324	352
Gm45015_ENSMUST00000207943_73336885_73336903	ENSMUST00000207943_Gm45015	97	309	306	347	251	195	233
Vcp-rs_ENSMUST00000120233_104348660_104348642	ENSMUST00000120233_Vcp-rs	130	358	389	576	325	432	505
Gm8261_ENSMUST00000119275_146601331_146601349	ENSMUST00000119275_Gm8261	190	481	451	606	457	426	416
1110012L19Rik_ENSMUST00000053981_70385795_70385813	ENSMUST00000053981_1110012L19Rik	119	353	448	430	424	343	446
Pet2_ENSMUST00000113959_89410181_89410199	ENSMUST00000113959_Pet2	141	413	390	344	336	405	436
Tfe3_ENSMUST00000077680_7762552_7762570	ENSMUST00000077680_Tfe3	202	418	444	478	378	585	577
Tceal9_ENSMUST00000113115_136245513_136245531	ENSMUST00000113115_Tceal9	86	224	321	163	167	283	309
Slc25a53_ENSMUST00000125747_137038186_137038168	ENSMUST00000125747_Slc25a53	136	492	487	510	423	434	486
Itm2a_ENSMUST00000033591_107403669_107403687	ENSMUST00000033591_Itm2a	142	745	656	576	634	705	689
Pgk1_ENSMUST00000133559_106191508_106191490	ENSMUST00000133559_Pgk1	123	447	455	534	425	483	473
F8_ENSMUST00000033539_75382457_75382475	ENSMUST00000033539_F8	108	436	364	401	376	380	477
